Beginning Fiscal Year,Ending Fiscal Year,County,School District, Amount of Aid 
2011,2012,Nassau           ,Syosset,333491.89
2011,2012,Nassau           ,Uniondale,4129401.38
2011,2012,Nassau           ,Valley Stream 213,1740164.85
2011,2012,Nassau           ,Valley Stream 224,789492.47
2011,2012,Nassau           ,Valley Stream Central 230,656548.54
2011,2012,Nassau           ,Valley Stream Union Free 251,2968966.04
2011,2012,Nassau           ,Wantagh,2631788.73
2011,2012,Nassau           ,West Hempstead,1104005.45
2011,2012,Nassau           ,Westbury,3913880.89
2011,2012,New York City,New York City,1110484400
2011,2012,Niagara          ,Barker,1373184.17
2011,2012,Niagara          ,Lewistown-Porter,2669225.25
2011,2012,Niagara          ,Lockport,7716824.42
2011,2012,Niagara          ,Newfane,2891214.48
2011,2012,Niagara          ,Niagara Falls,12721761.9
2011,2012,Niagara          ,Niagara-Wheatfield,5251607.88
2011,2012,Niagara          ,North Tonawanda,5924578.19
2011,2012,Niagara          ,Royalton-Hartland,2178208.29
2011,2012,Niagara          ,Star Point,3613746.65
2011,2012,Niagara          ,Wilson,2041745.17
2011,2012,Oneida           ,Adirondack,1898211.68
2011,2012,Oneida           ,Camden,4073424.96
2011,2012,Oneida           ,Clinton,1641277.11
2011,2012,Oneida           ,Holland Patent,2377226.23
2011,2012,Oneida           ,New Hartford,2756280.03
2011,2012,Oneida           ,New York Mills,659938.59
2011,2012,Oneida           ,Oriskany,1047087.23
2011,2012,Oneida           ,Remsen,700569.31
2011,2012,Oneida           ,Rome,8767362.34
2011,2012,Oneida           ,Sauquoit Valley,1627055.69
2011,2012,Oneida           ,Sherrill,2961797.49
2011,2012,Oneida           ,Utica,15949125.01
2011,2012,Oneida           ,Waterville,1399261.14
2011,2012,Oneida           ,Westmoreland,1439118.45
2011,2012,Oneida           ,Whitesboro,4643308.92
2011,2012,Onondaga         ,Baldwinsville,7318143.81
2011,2012,Onondaga         ,East Syracuse,4179844.67
2011,2012,Onondaga         ,Fabius-Pompey,1207669.96
2011,2012,Onondaga         ,Fayetteville,4677942.54
2011,2012,Onondaga         ,Jamesville-Dewitt,2999358.79
2011,2012,Onondaga         ,Jordan-Elbridge,2159484.71
2011,2012,Onondaga         ,Lafayette,1312050.68
2011,2012,Onondaga         ,Liverpool,10126848.6
2011,2012,Onondaga         ,Lyncourt,437671.76
2011,2012,Onondaga         ,Marcellus,2535494.21
2011,2012,Onondaga         ,North Syracuse,11811415.48
2011,2012,Onondaga         ,Onondaga,1370028.22
2011,2012,Onondaga         ,Skaneateles,958905.02
2011,2012,Onondaga         ,Solvay,2202253.01
2011,2012,Onondaga         ,Syracuse,38119283.71
2011,2012,Onondaga         ,Tully,1456132.72
2011,2012,Onondaga         ,West Genesee,6101130.77
2011,2012,Onondaga         ,Westhill,2346307.38
2011,2012,Ontario          ,Canandaigua,4730105.58
2011,2012,Ontario          ,East Bloomfield,1427869.97
2011,2012,Ontario          ,Geneva,3523053.41
2011,2012,Ontario          ,Gorham-Middlesex,1775578.22
2011,2012,Ontario          ,Honeoye,1004223.6
2011,2012,Ontario          ,Manchester-Shortsville,1227845.97
2011,2012,Ontario          ,Naples,874567.54
2011,2012,Ontario          ,Phelps-Clifton,2915739.85
2011,2012,Ontario          ,Victor,4326158.18
2011,2012,Orange           ,Chester,962815.18
2011,2012,Orange           ,Cornwall,3168678.03
2011,2012,Orange           ,Florida,721492.16
2011,2012,Orange           ,Goshen,2199736.03
2011,2012,Orange           ,Greenwood Lake,605357.6
2011,2012,Orange           ,Highland Falls,1259060.96
2011,2012,Orange           ,Kiryas Jv Ufsd,241315.91
2011,2012,Orange           ,Middletown,8982194.12
2011,2012,Orange           ,Minisink Valley,5730284.69
2011,2012,Orange           ,Monroe-Woodbury,7210584.01
2011,2012,Orange           ,Newburgh,15787820.63
2011,2012,Orange           ,Pinebush,7337895.45
2011,2012,Orange           ,Port Jervis,4355904.81
2011,2012,Orange           ,Tuxedo,20472.2
2011,2012,Orange           ,Valley,5309547.2
2011,2012,Orange           ,Warwick Valley,3783259.87
2011,2012,Orange           ,Washingtonville,4515258.2
2011,2012,Orleans          ,Albion,3509552.11
2011,2012,Orleans          ,Holley,1947538.3
2011,2012,Orleans          ,Kendall,1303351.25
2011,2012,Orleans          ,Lyndonville,1081099.46
2011,2012,Orleans          ,Medina,3215012.56
2011,2012,Oswego           ,Altmar Parish,2588205.43
2011,2012,Oswego           ,Central Square,6566919.95
2011,2012,Oswego           ,Fulton,5983759.76
2011,2012,Oswego           ,Hannibal,2752336.37
2011,2012,Oswego           ,Mexico,3693173.68
2011,2012,Oswego           ,Oswego,4721405.86
2011,2012,Oswego           ,Phoenix,3553148.13
2011,2012,Oswego           ,Pulaski,1817265.73
2011,2012,Oswego           ,Sandy Creek,1546707.53
2011,2012,Otsego           ,Cherry Valley Springfield,698424.11
2011,2012,Otsego           ,Cooperstown,463923.16
2011,2012,Otsego           ,Edmeston,752930.65
2011,2012,Otsego           ,Gilbertsville,685509.91
2011,2012,Otsego           ,Laurens,655989.76
2011,2012,Otsego           ,Milford,615733.6
2011,2012,Otsego           ,Morris,745776.55
2011,2012,Otsego           ,Oneonta,2301020.31
2011,2012,Otsego           ,Otego-Unadilla,1641863.1
2011,2012,Otsego           ,Richfield Springs,721810.29
2011,2012,Otsego           ,Schenevus,502227.54
2011,2012,Otsego           ,Worcester,665854.46
2011,2012,Putnam           ,Brewster,1984383.87
2011,2012,Putnam           ,Carmel,3290569.86
2011,2012,Putnam           ,Garrison,27491.24
2011,2012,Putnam           ,Haldane,130211.74
2011,2012,Putnam           ,Mahopac,4548704.5
2011,2012,Putnam           ,Putnam Valley,1170729.71
2011,2012,Rensselaer       ,Averill Park,4248985.23
2011,2012,Rensselaer       ,Berlin,1069577.14
2011,2012,Rensselaer       ,Brunswick Central,1573136.57
2011,2012,Rensselaer       ,East Greenbush,4682254.57
2011,2012,Rensselaer       ,Hoosic Valley,1570070.54
2011,2012,Rensselaer       ,Hoosick Falls,1708402.92
2011,2012,Rensselaer       ,Lansingburgh,3849905.6
2011,2012,Rensselaer       ,North Greenbush Central,2925
2011,2012,Rensselaer       ,Rensselaer,1502351.86
2011,2012,Rensselaer       ,Schodack,1276870.62
2011,2012,Rensselaer       ,Troy,6488016.43
2011,2012,Rensselaer       ,Wynantskill,425275.91
2011,2012,Rockland         ,Clarkstown,4151740.88
2011,2012,Rockland         ,East Ramapo,4632702.68
2011,2012,Rockland         ,Haverstraw-Stony Point,7095308.39
2011,2012,Rockland         ,Nanuet,441818.07
2011,2012,Rockland         ,Nyack,1204150.42
2011,2012,Rockland         ,Pearl River,1498024.09
2011,2012,Rockland         ,Ramapo,2738697.31
2011,2012,Rockland         ,South Orangetown,1426701
2011,2012,Saratoga         ,Ballston Spa,4653244.39
2011,2012,Saratoga         ,Burnt Hills,3592192.77
2011,2012,Saratoga         ,Corinth,1496083.37
2011,2012,Saratoga         ,Edinburg Common,24778.35
2011,2012,Saratoga         ,Galway,1256209.7
2011,2012,Saratoga         ,Mechanicville,1652246.8
2011,2012,Saratoga         ,Saratoga Springs,4252375.53
2011,2012,Saratoga         ,Schuylerville,2309041.66
2011,2012,Saratoga         ,Shenendehowa,8905682.92
2011,2012,Saratoga         ,South Glens Falls,4098348.3
2011,2012,Saratoga         ,Stillwater,1429275.97
2011,2012,Saratoga         ,Waterford-Halfmoon,1028195.34
2011,2012,Schenectady      ,Duanesburg,1125017.78
2011,2012,Schenectady      ,Niskayuna,3999338.24
2011,2012,Schenectady      ,Rotterdam-Mohonasen,3692050.55
2011,2012,Schenectady      ,Schalmont,1646119.48
2011,2012,Schenectady      ,Schenectady,15673710.87
2011,2012,Schenectady      ,Scotia-Glenville,3322799.13
2011,2012,Schoharie        ,Cobleskill-Richmondville,2811319.16
2011,2012,Schoharie        ,Gilboa-Conesville,207136.34
2011,2012,Schoharie        ,Jefferson,345388.78
2011,2012,Schoharie        ,Middleburgh,1296896.39
2011,2012,Schoharie        ,Schoharie,1263394.91
2011,2012,Schoharie        ,Sharon Springs,548519.29
2011,2012,Schuyler         ,Odessa-Montour Falls,1308155.55
2011,2012,Schuyler         ,Watkins Glen,1699697.36
2011,2012,Seneca           ,Romulus,583665.13
2011,2012,Seneca           ,Seneca Falls,1956769.32
2011,2012,Seneca           ,South Seneca,1382766.87
2011,2012,Seneca           ,Waterloo,3045341.46
2011,2012,St Lawrence      ,Brasher Falls,1774835.12
2011,2012,St Lawrence      ,Canton,2164504.04
2011,2012,St Lawrence      ,Clifton-Fine,307177.75
2011,2012,St Lawrence      ,Colton-Pierrepont,80059.44
2011,2012,St Lawrence      ,Edwards Knox,1175202.96
2011,2012,St Lawrence      ,Gouverneur,2953626.59
2011,2012,St Lawrence      ,Hammond,368913.95
2011,2012,St Lawrence      ,Hermon-Dekalb,690255.46
2011,2012,St Lawrence      ,Heuvelton,983415.71
2011,2012,St Lawrence      ,Lisbon,855657.95
2011,2012,St Lawrence      ,Madrid-Waddington,1102501.45
2011,2012,St Lawrence      ,Massena,4144813.08
2011,2012,St Lawrence      ,Morristown,525776.44
2011,2012,St Lawrence      ,Norwood-Norfolk,1694496.83
2011,2012,St Lawrence      ,Ogdensburg,2837877.14
2011,2012,St Lawrence      ,Parishville,730899
2011,2012,St Lawrence      ,Potsdam,2128942.06
2011,2012,Steuben          ,Addison,2096603.68
2011,2012,Steuben          ,Arkport,887858.26
2011,2012,Steuben          ,Avoca,1013600.15
2011,2012,Steuben          ,Bath,2810675.52
2011,2012,Steuben          ,Bradford,494808.7
2011,2012,Steuben          ,Campbell-Savona,1761132.05
2011,2012,Steuben          ,Canisteo-Greenwood,1759343.12
2011,2012,Steuben          ,Corning,7175263.27
2011,2012,Steuben          ,Hammondsport,149136.33
2011,2012,Steuben          ,Hornell,3225628.01
2011,2012,Steuben          ,Jasper-Troupburg,982382.32
2011,2012,Steuben          ,Prattsburg,718237.28
2011,2012,Steuben          ,Wayland-Cohocton,2603131.33
2011,2012,Suffolk          ,Amagansett,10430.86
2011,2012,Suffolk          ,Amityville,1805223.18
2011,2012,Suffolk          ,Babylon,965258.55
2011,2012,Suffolk          ,Bay Shore,5021108.63
2011,2012,Suffolk          ,Bayport-Blue Point,2007552.83
2011,2012,Suffolk          ,Brentwood,24573899.85
2011,2012,Suffolk          ,Bridgehampton,14323.02
2011,2012,Suffolk          ,Brookhaven-Comsewogue,3698248.83
2011,2012,Suffolk          ,Center Moriches,1448142.58
2011,2012,Suffolk          ,Central Islip,8527804.72
2011,2012,Suffolk          ,Cold Spring Harbor,110363.11
2011,2012,Suffolk          ,Commack,4829994.75
2011,2012,Suffolk          ,Connetquot,4199943.37
2011,2012,Suffolk          ,Copiague,5419138.96
2011,2012,Suffolk          ,Deer Park,3547564.91
2011,2012,Suffolk          ,East Hampton,71093.78
2011,2012,Suffolk          ,East Islip,4415855.04
2011,2012,Suffolk          ,East Moriches,555735.14
2011,2012,Suffolk          ,East Quogue,28216.64
2011,2012,Suffolk          ,Eastport-South Manor,3898719.36
2011,2012,Suffolk          ,Elwood,1768363.04
2011,2012,Suffolk          ,Fire Island Union,10407.28
2011,2012,Suffolk          ,Fishers Island,8320.44
2011,2012,Suffolk          ,Greenport,34936.09
2011,2012,Suffolk          ,Half Hollow Hills,1986125.18
2011,2012,Suffolk          ,Hampton Bays,129091.38
2011,2012,Suffolk          ,Harborsfield,2285289.86
2011,2012,Suffolk          ,Hauppauge,489376.44
2011,2012,Suffolk          ,Huntington,974015.84
2011,2012,Suffolk          ,Islip,2686499.03
2011,2012,Suffolk          ,Kings Park,2047575.14
2011,2012,Suffolk          ,Lindenhurst,7072646.39
2011,2012,Suffolk          ,Longwood Csd,9141601.58
2011,2012,Suffolk          ,Mattituck-Cutchogue,88127.68
2011,2012,Suffolk          ,Middle Country,10517185.65
2011,2012,Suffolk          ,Miller Place,2682580.51
2011,2012,Suffolk          ,Montauk,22694.36
2011,2012,Suffolk          ,Mount Sinai,2074120.54
2011,2012,Suffolk          ,New Suffolk,240
2011,2012,Suffolk          ,North Babylon,5558445.54
2011,2012,Suffolk          ,Northport,396981.5
2011,2012,Suffolk          ,Oysterponds,11054.36
2011,2012,Suffolk          ,Patchoque-Medford,7982112.85
2011,2012,Suffolk          ,Port Jefferson,118893.09
2011,2012,Suffolk          ,Quogue,9724.19
2011,2012,Suffolk          ,Remsenburg,15813.36
2011,2012,Suffolk          ,Riverhead,595013.55
2011,2012,Suffolk          ,Rocky Point,3554212.2
2011,2012,Suffolk          ,Sachem,12860302.91
2011,2012,Suffolk          ,Sag Harbor,38595.13
2011,2012,Suffolk          ,Sagaponack,510
2011,2012,Suffolk          ,Sayville,2727240.81
2011,2012,Suffolk          ,Shelter Island,15567.32
2011,2012,Suffolk          ,Shoreham-Wading River,870534.98
2011,2012,Suffolk          ,Smithtown,6387534.12
2011,2012,Suffolk          ,South Country,4779834.49
2011,2012,Suffolk          ,South Huntington,3645626.48
2011,2012,Suffolk          ,Southampton,75740.92
2011,2012,Suffolk          ,Southold,39500
2011,2012,Suffolk          ,Springs,36330.39
2011,2012,Suffolk          ,Three Village,4462191.24
2011,2012,Suffolk          ,Tuckahoe,28940.74
2011,2012,Suffolk          ,Wainscott Common,1200
2011,2012,Suffolk          ,West Babylon,3949416.44
2011,2012,Suffolk          ,West Islip,4572748.5
2011,2012,Suffolk          ,Westhampton Beach,55159.04
2011,2012,Suffolk          ,William Floyd,13078446.78
2011,2012,Suffolk          ,Wyandanch,3667109.7
2011,2012,Sullivan         ,Eldred,342035.62
2011,2012,Sullivan         ,Fallsburgh,1530551.11
2011,2012,Sullivan         ,Liberty,2052792.84
2011,2012,Sullivan         ,Livingston Manor,490244.24
2011,2012,Sullivan         ,Monticello,2790360.75
2011,2012,Sullivan         ,Roscoe,101012.82
2011,2012,Sullivan         ,Sullivan West,1055241.57
2011,2012,Sullivan         ,Tri-Valley,707041.33
2011,2012,Tioga            ,Candor,1399510.94
2011,2012,Tioga            ,Newark Valley,2039323.25
2011,2012,Tioga            ,Owego-Apalachian,3118183.07
2011,2012,Tioga            ,Spencer-Van Etten,1582935.56
2011,2012,Tioga            ,Tioga,1713436.3
2011,2012,Tioga            ,Waverly,2728509.87
2011,2012,Tompkins         ,Dryden,2669898.02
2011,2012,Tompkins         ,Groton,1656421.43
2011,2012,Tompkins         ,Ithaca,4727486.15
2011,2012,Tompkins         ,Lansing,1179365.77
2011,2012,Tompkins         ,Newfield,1586504.73
2011,2012,Tompkins         ,Trumansburg,1823779.01
2011,2012,Ulster           ,Ellenville,2012715.36
2011,2012,Ulster           ,Highland,1838830.85
2011,2012,Ulster           ,Kingston,6916705.54
2011,2012,Ulster           ,Marlboro,1192802.5
2011,2012,Ulster           ,New Paltz,1758695.01
2011,2012,Ulster           ,Onteora,236800.32
2011,2012,Ulster           ,Rondout Valley,2006612.99
2011,2012,Ulster           ,Saugerties,2947362.41
2011,2012,Ulster           ,Wallkill,4102167.52
2011,2012,Warren           ,Bolton,22942.86
2011,2012,Warren           ,Glens Falls,2687641.13
2011,2012,Warren           ,Glens Falls Common,213989.02
2011,2012,Warren           ,Hadley-Luzerne,549817.48
2011,2012,Warren           ,Johnsburg,137068.65
2011,2012,Warren           ,Lake George,44867.7
2011,2012,Warren           ,North Warren,131399.21
2011,2012,Warren           ,Queensbury,3852694.13
2011,2012,Warren           ,Warrensburg,1052797.71
2011,2012,Washington       ,Argyle,965099.93
2011,2012,Washington       ,Cambridge,1196526.69
2011,2012,Washington       ,Fort Ann,663750.02
2011,2012,Washington       ,Fort Edward,885452.94
2011,2012,Washington       ,Granville ,2177421.77
2011,2012,Washington       ,Greenwich,1292028.86
2011,2012,Washington       ,Hartford,767834.15
2011,2012,Washington       ,Hudson Falls,3568791.43
2011,2012,Washington       ,Putnam Central ,11415.24
2011,2012,Washington       ,Salem,756691.53
2011,2012,Washington       ,Whitehall,992478.17
2011,2012,Wayne            ,Clyde-Savannah,1516719.87
2011,2012,Wayne            ,Ganada Central,1674228.7
2011,2012,Wayne            ,Lyons,1660268.26
2011,2012,Wayne            ,Marion,1522424.89
2011,2012,Wayne            ,Newark,3676602.51
2011,2012,Wayne            ,North Rose-Wolcott,2081408.59
2011,2012,Wayne            ,Palmyra-Macedon,2884882.58
2011,2012,Wayne            ,Red Creek,1640786.39
2011,2012,Wayne            ,Sodus,1912684.27
2011,2012,Wayne            ,Wayne,2848187.46
2011,2012,Wayne            ,Williamson,1653841.11
2011,2012,Westchester      ,Ardsley,827211.5
2011,2012,Westchester      ,Bedford,198567.69
2011,2012,Westchester      ,Blind Brook,93268.89
2011,2012,Westchester      ,Briarcliff Manor,388709.2
2011,2012,Westchester      ,Bronxville,72393.51
2011,2012,Westchester      ,Bryam Hills,115289.45
2011,2012,Westchester      ,Chappaqua,226988.31
2011,2012,Westchester      ,Croton-Harmon,658279.98
2011,2012,Westchester      ,Dobbs Ferry,617892.17
2011,2012,Westchester      ,Eastchester,171105.97
2011,2012,Westchester      ,Edgemont,531020.08
2011,2012,Westchester      ,Elmsford,63302.53
2011,2012,Westchester      ,Greenburgh,123990.08
2011,2012,Westchester      ,Harrison,126962.91
2011,2012,Westchester      ,Hastings-On-Hudson,792941.15
2011,2012,Westchester      ,Hendrick Hudson,160969.85
2011,2012,Westchester      ,Irvington,92659.01
2011,2012,Westchester      ,Katonah-Lewisboro,174461.17
2011,2012,Westchester      ,Lakeland,5807879.16
2011,2012,Westchester      ,Mamaroneck,269563.53
2011,2012,Westchester      ,Mount Pleasant,169074.51
2011,2012,Westchester      ,Mount Vernon,9299641.93
2011,2012,Westchester      ,New Rochelle,3737407.54
2011,2012,Westchester      ,North Salem,63186.81
2011,2012,Westchester      ,Ossining,2317322.12
2011,2012,Westchester      ,Peekskill,3757178.42
2011,2012,Westchester      ,Pelham,869055.05
2011,2012,Westchester      ,Pleasantville,987880.01
2011,2012,Westchester      ,Pocantico Hills,23315.12
2011,2012,Westchester      ,Port Chester,2827917.57
2011,2012,Westchester      ,Rye,127090.88
2011,2012,Westchester      ,Rye Neck,57790.5
2011,2012,Westchester      ,Scarsdale,247421.04
2011,2012,Westchester      ,Somers,787511.9
2011,2012,Westchester      ,Tarrytown Union Free,1548118.59
2011,2012,Westchester      ,Tuckahoe,67350.88
2011,2012,Westchester      ,Valhalla,140918.5
2011,2012,Westchester      ,White Plains,478515.5
2011,2012,Westchester      ,Yonkers,21940422.15
2011,2012,Westchester      ,Yorktown,2565742.13
2011,2012,Wyoming          ,Attica,2417262.93
2011,2012,Wyoming          ,Letchworth,1670049.3
2011,2012,Wyoming          ,Perry,1339899.58
2011,2012,Wyoming          ,Warsaw,1450181.85
2011,2012,Wyoming          ,Wyoming,270011.93
2011,2012,Yates            ,Dundee,1243994.64
2011,2012,Yates            ,Penn Yann,1476334.39
2012,2013,Albany           ,Albany,13065056.5
2012,2013,Albany           ,Berne-Knox-Westerlo,1092400.5
2012,2013,Albany           ,Bethlehem,5086299.36
2012,2013,Albany           ,Cohoes,3326567.52
2012,2013,Albany           ,Green Island,408263.25
2012,2013,Albany           ,Guilderland,4706935.88
2012,2013,Albany           ,Menands Csd,96264.22
2012,2013,Albany           ,North Colonie,4105887.41
2012,2013,Albany           ,Ravena-Coeymans,2370040.19
2012,2013,Albany           ,South Colonie,4456562.32
2012,2013,Albany           ,Voorheesville,1003614.59
2012,2013,Albany           ,Watervliet,2362285
2012,2013,Allegany         ,Alfred Almond,955554.55
2012,2013,Allegany         ,Andover,668619.83
2012,2013,Allegany         ,Angelica-Belmont,1204117.85
2012,2013,Allegany         ,Belfast,713319.64
2012,2013,Allegany         ,Bolivar-Richburg,1721219.53
2012,2013,Allegany         ,Canaseraga,497223.09
2012,2013,Allegany         ,Cuba-Rushford,1482334.8
2012,2013,Allegany         ,Fillmore,1338562.89
2012,2013,Allegany         ,Friendship,798420.4
2012,2013,Allegany         ,Scio,765257.6
2012,2013,Allegany         ,Wellsville,2351342.26
2012,2013,Allegany         ,Whitesville,519444.8
2012,2013,Broome           ,Binghamton,8873355.13
2012,2013,Broome           ,Chenango Forks,2717894.24
2012,2013,Broome           ,Chenango Valley,2372556.58
2012,2013,Broome           ,Deposit,643850.88
2012,2013,Broome           ,Harpursville,1607997.58
2012,2013,Broome           ,Johnson City,3687632.06
2012,2013,Broome           ,Maine-Endwell,3909858.63
2012,2013,Broome           ,Susquehanna Valley,2589495.67
2012,2013,Broome           ,Union-Endicott,5722876.97
2012,2013,Broome           ,Vestal,4186080.16
2012,2013,Broome           ,Whitney Point,2854681.22
2012,2013,Broome           ,Windsor,2892001.43
2012,2013,Cattaraugus      ,Allegany-Limestone,1967770.06
2012,2013,Cattaraugus      ,Cattaraugus,1924374.67
2012,2013,Cattaraugus      ,Ellicottville,149879.58
2012,2013,Cattaraugus      ,Franklinville,1487744.54
2012,2013,Cattaraugus      ,Gowanda,2422697.74
2012,2013,Cattaraugus      ,Hinsdale,791675.8
2012,2013,Cattaraugus      ,Olean,3611174.83
2012,2013,Cattaraugus      ,Portville,1518349.19
2012,2013,Cattaraugus      ,Randolph,1521650.83
2012,2013,Cattaraugus      ,Salamanca,2593696.96
2012,2013,Cattaraugus      ,West Valley,537322.09
2012,2013,Cattaraugus      ,Yorkshire-Pioneer,4239434.08
2012,2013,Cayuga           ,Auburn,6128550.66
2012,2013,Cayuga           ,Cato-Meridian,1750800.7
2012,2013,Cayuga           ,Moravia,1378547.39
2012,2013,Cayuga           ,Port Byron,1663924.67
2012,2013,Cayuga           ,Southern Cayuga,876934.45
2012,2013,Cayuga           ,Union Springs,1142193.52
2012,2013,Cayuga           ,Weedsport,1301658.95
2012,2013,Chautauqua       ,Bemus Point,663386.48
2012,2013,Chautauqua       ,Brocton,1249600.99
2012,2013,Chautauqua       ,Cassadaga Valley,2022852.46
2012,2013,Chautauqua       ,Chautauqua,339566.82
2012,2013,Chautauqua       ,Clymer,586104.24
2012,2013,Chautauqua       ,Dunkirk,3435628.16
2012,2013,Chautauqua       ,Falconer,1873922.9
2012,2013,Chautauqua       ,Forestville,887116.08
2012,2013,Chautauqua       ,Fredonia,1996385.44
2012,2013,Chautauqua       ,Frewsburg,1433961.69
2012,2013,Chautauqua       ,Jamestown,9009826.31
2012,2013,Chautauqua       ,Panama,1071211.66
2012,2013,Chautauqua       ,Pine Valley,1239347.56
2012,2013,Chautauqua       ,Ripley,677158.22
2012,2013,Chautauqua       ,Sherman,838458.41
2012,2013,Chautauqua       ,Silver Creek,1746931.02
2012,2013,Chautauqua       ,Southwestern,1961959.12
2012,2013,Chautauqua       ,Westfield,1112733.34
2012,2013,Chemung          ,Elmira,11672370.13
2012,2013,Chemung          ,Elmira Heights,1675872.53
2012,2013,Chemung          ,Horseheads,5621781.34
2012,2013,Chenango         ,Afton,1180084.11
2012,2013,Chenango         ,Bainbridge,1324742.53
2012,2013,Chenango         ,Georgetown,659851.9
2012,2013,Chenango         ,Greene,2077132.51
2012,2013,Chenango         ,Norwich,3575657.3
2012,2013,Chenango         ,Oxford,1446199.88
2012,2013,Chenango         ,Sherburne-Earlville,2702348.32
2012,2013,Chenango         ,Unadilla Valley,1666819.23
2012,2013,Clinton          ,Ausable Valley,1860381.61
2012,2013,Clinton          ,Beekmantown,2571492.51
2012,2013,Clinton          ,Chazy,672521.34
2012,2013,Clinton          ,Northeastern,2143451.88
2012,2013,Clinton          ,Northern Adirondack,1705025.9
2012,2013,Clinton          ,Peru,3240873.02
2012,2013,Clinton          ,Plattsburgh,2583355.21
2012,2013,Clinton          ,Saranac,2586443.83
2012,2013,Columbia         ,Chatham,520615.36
2012,2013,Columbia         ,Copake-Taconic Hills,474545.64
2012,2013,Columbia         ,Germantown,261725.88
2012,2013,Columbia         ,Hudson,2410842.63
2012,2013,Columbia         ,Kinderhook,1976500.21
2012,2013,Columbia         ,New Lebanon,155726.92
2012,2013,Cortland         ,Cincinnatus,1142593.79
2012,2013,Cortland         ,Cortland,4158150.47
2012,2013,Cortland         ,Homer,3344194.65
2012,2013,Cortland         ,Marathon,1498280.93
2012,2013,Cortland         ,Mcgraw,1019468.4
2012,2013,Delaware         ,Andes,26732
2012,2013,Delaware         ,Charlotte Valley,546586.8
2012,2013,Delaware         ,Delhi,823413.96
2012,2013,Delaware         ,Downsville,68386.83
2012,2013,Delaware         ,Franklin,358662.89
2012,2013,Delaware         ,Hancock,540314.34
2012,2013,Delaware         ,Margaretville,123630.24
2012,2013,Delaware         ,Roxbury,134252.05
2012,2013,Delaware         ,Sidney,1785703.88
2012,2013,Delaware         ,South Kortright,421603.56
2012,2013,Delaware         ,Stamford,561631.81
2012,2013,Delaware         ,Walton,1532360.6
2012,2013,Dutchess         ,Arlington,9464382.85
2012,2013,Dutchess         ,Beacon,3660610.63
2012,2013,Dutchess         ,Dover,1629285.81
2012,2013,Dutchess         ,Hyde Park,3726993.17
2012,2013,Dutchess         ,Millbrook,110878.62
2012,2013,Dutchess         ,Northeast,331555.69
2012,2013,Dutchess         ,Pawling,498264.79
2012,2013,Dutchess         ,Pine Plains,235870.12
2012,2013,Dutchess         ,Poughkeepsie,6966314.14
2012,2013,Dutchess         ,Red Hook,2154441.55
2012,2013,Dutchess         ,Rhinebeck,134454.98
2012,2013,Dutchess         ,Spackenkill,1322021.79
2012,2013,Dutchess         ,Wappingers Falls,9484131.5
2012,2013,Erie             ,Akron,2323941.44
2012,2013,Erie             ,Alden,2483856.52
2012,2013,Erie             ,Amherst Central,3138945.75
2012,2013,Erie             ,Buffalo,81075357.81
2012,2013,Erie             ,Cheektowaga,2609219.08
2012,2013,Erie             ,Cheektowaga-Maryvale,2706730.97
2012,2013,Erie             ,Cheektowaga-Sloan,2333240.17
2012,2013,Erie             ,Clarence,5634570.3
2012,2013,Erie             ,Cleveland Hill,2203236.47
2012,2013,Erie             ,Depew,2945561.82
2012,2013,Erie             ,East Aurora,1821331.94
2012,2013,Erie             ,Eden,2081013.1
2012,2013,Erie             ,Evans-Brant,4222762.02
2012,2013,Erie             ,Frontier,6780905.26
2012,2013,Erie             ,Grand Island,3573340.2
2012,2013,Erie             ,Hamburg,4806066.75
2012,2013,Erie             ,Holland,1296032.26
2012,2013,Erie             ,Iroquois,2755212.02
2012,2013,Erie             ,Kenmore-Tonawanda,10073878.89
2012,2013,Erie             ,Lackawanna,4165538.72
2012,2013,Erie             ,Lancaster,7461868.27
2012,2013,Erie             ,North Collins,984263.9
2012,2013,Erie             ,Orchard Park,5492460.88
2012,2013,Erie             ,Springville,2692165.15
2012,2013,Erie             ,Sweet Home,3612281.98
2012,2013,Erie             ,Tonawanda,2879466.28
2012,2013,Erie             ,West Seneca,8786642.67
2012,2013,Erie             ,Williamsville,10419518.12
2012,2013,Essex            ,Crown Point,421884.27
2012,2013,Essex            ,Elizabethtown,372220.01
2012,2013,Essex            ,Keene,28138.12
2012,2013,Essex            ,Lake Placid,94735.42
2012,2013,Essex            ,Minerva,50888.97
2012,2013,Essex            ,Moriah,1380699.76
2012,2013,Essex            ,Newcomb,17396.54
2012,2013,Essex            ,Schroon Lake,37783.94
2012,2013,Essex            ,Ticonderoga,349952.47
2012,2013,Essex            ,Westport,172240.38
2012,2013,Essex            ,Willsboro,109442.14
2012,2013,Franklin         ,Brushton-Moira,1550533.8
2012,2013,Franklin         ,Chateaugay,899914.89
2012,2013,Franklin         ,Malone,4014750.31
2012,2013,Franklin         ,Salmon River,3011968.88
2012,2013,Franklin         ,Saranac Lake,312683.05
2012,2013,Franklin         ,St. Regis Falls,498985.49
2012,2013,Franklin         ,Tupper Lake,916884.15
2012,2013,Fulton           ,Broadalbin,2543509.76
2012,2013,Fulton           ,Gloversville,5849791.24
2012,2013,Fulton           ,Johnstown,2944684.76
2012,2013,Fulton           ,Mayfield,1347946.72
